farmer_id,37203063,phone_number,region,age,education_level,gender,marital_status,dependents_count,household_income_sources,employment_type,mpesa_monthly_transactions,utility_payment_timeliness,farm_size_acres,soil_quality_index,farming_years,crop_type_current,past_crop_performance_index,agroclimatic_zone,rainfall_forecast_next_90d,historical_drought_risk,cooperative_member,mobile_advisory_usage,loan_default_past,input_use_history,has_insurance_before,willing_to_subscribe_insurance,yield_per_acre,income_stability,climate_risk_score
F0017,84013566.18419729,001-452-205-0829x08773,Kisumu,61.13284120993757,Tertiary,Male,Single,1.2175919887577216,"['None', 'Small Business']",Casual,3110.8634047116648,1.003265123872157,4.512713528291791,0.2915642655132995,20.54399765780186,Beans,0.4154591995452607,Kiambu_Z2,146.65642830904403,0.8424278845013924,True,True,True,Regular,True,False,1.874848350241177,2554.930907426223,0.0459423981207283
F0007,67523157.05278936,+1-437-579-8111x468,Narok,20.60412893974296,Secondary,Male,Single,2.970463476898984,"['None', 'Remittance']",Self-employed,3229.718472028372,0.9221687191445436,4.130092753933337,0.3379029335026908,18.15699017641734,Beans,0.8892425105670229,Embu_Z2,87.26359231897425,0.1107539030756139,False,False,True,Regular,True,False,3.6726540493823503,1087.277624231232,0.3004788647565681
F0007,86137072.53281508,(170)850-1178x888,Kitale,32.387079782152114,Primary,Female,Single,0.9971617146120866,"['Remittance', 'Livestock']",Unemployed,17958.69015250187,0.3414279587903477,3.547405019361712,0.5773882068061821,15.895922426006411,Beans,0.9690885255793366,Kiambu_Z2,379.2965296434996,0.6268477047645217,False,True,False,Regular,False,True,3.437749499845979,18009.807124903622,0.2154537346116238
F0018,12668473.700864252,849.691.8499,Kiambu,64.61149429127991,Secondary,Female,Widowed,0.967107561774526,"['Small Business', 'Remittance']",Full-time,7801.632298432755,0.8016851789950503,0.6778517035236944,0.2420620588667107,20.564588537540047,Beans,0.4403413914698485,Kitale_Z2,133.35114286394864,0.882881082512365,True,True,False,Regular,True,True,0.2984861623398308,8066.974767643942,0.0283500462992973
F0009,93081442.05832954,534-187-4647,Kiambu,18.34995962343768,Primary,Female,Married,3.061814614862673,"['None', 'Remittance']",Full-time,19346.78921855108,0.7505449403428905,4.035949396016879,0.2466677467275551,21.9145968604538,Beans,0.8281031930333392,Kiambu_Z1,276.0667875155771,0.8636310121393058,False,True,False,Irregular,True,True,3.342182581762555,6318.73305608962,0.0336378309591147
F0002,77703992.42643914,+1-793-212-3923x7660,Embu,33.996001974455595,Secondary,Male,Single,3.058626776594723,"['None', 'Livestock']",Unemployed,19762.274389647555,0.7133420545322606,3.796328323635129,0.2381493360924507,20.01604922242057,Beans,0.3327394028558573,Kitale_Z2,193.0289755097793,1.0055891224907243,True,True,False,Irregular,False,False,1.2631880194511305,6461.159151836626,-0.0013310458105053
F0016,14541450.876000104,511-177-9965,Kiambu,59.64308418742935,Secondary,Male,Married,0.8174966831844452,"['Small Business', 'Remittance']",Full-time,2374.595543503161,0.8172002043543966,0.3956751972639851,0.2569033025859091,3.527961752753105,Sorghum,0.704672763742209,Kiambu_Z3,166.75046330518117,0.7148579324153931,False,False,True,Irregular,True,True,0.2788215348002561,2904.715813956887,0.07325393886866
F0019,51814464.43379256,+1-793-212-3923x7660,Kitale,20.62547200731352,Tertiary,Female,Widowed,2.9261480670757645,"['Small Business', 'Livestock']",Full-time,3580.9181545750807,0.7750710660981914,4.292246309359359,0.267803265236602,2.2552637091439416,Kale,0.9538544910225228,Kiambu_Z3,135.8024423874611,0.5419660260114325,False,False,False,Regular,False,False,4.094178418757274,1223.7651931789146,0.1226629938234351
F0007,34911636.85290186,+1-691-272-7095,Kitale,29.475816930944024,Tertiary,Male,Married,0.9833989453001296,"['Small Business', 'Livestock']",Casual,5223.639326352905,0.6777469681007011,3.869046504843254,0.613724044508109,20.89985626542901,Beans,0.732526228281775,Embu_Z2,111.67531377942716,0.9005971315380564,False,True,False,Regular,True,True,2.8341780432396133,5311.821159985758,0.0610059304681715
F0001,90405024.26978365,+1-691-272-7095,Kiambu,22.976861890455776,Primary,Female,Widowed,0.786631397224022,"['None', 'Livestock']",Full-time,8233.013435405937,0.8916558581905244,1.1003591678891054,0.0963740427570527,8.626027995980303,Beans,0.2506861895496918,Kisumu_Z2,299.93287124419027,0.3665101351422,False,False,False,Regular,True,False,0.2758448469341894,10466.16428540709,0.0610519793219651
F0015,36987582.08532204,1828227043,Kiambu,19.51268133871514,Tertiary,Female,Married,2.819955807147698,"['Remittance', 'Small Business']",Full-time,9020.217380614147,0.7788466329795711,3.7164248764554895,0.8454976632708046,24.128326624703227,Kale,0.3020465796629661,Kisumu_Z2,70.5463305498917,0.6385050416685119,False,True,True,Regular,False,True,1.122533422507742,3198.7087732902564,0.3056431425534501
F0007,64006958.39588844,(313)335-3121x82034,Narok,23.745742013263943,Primary,Female,Married,3.058707169110137,"['Small Business', 'Livestock']",Self-employed,13029.448519640666,0.5567830221691072,4.096777936848443,0.420893959764388,20.424369399140097,Tomatoes,0.363536055723032,Kiambu_Z1,374.2042736517864,0.8129558297737186,False,False,True,Regular,True,False,1.4893264923350236,4259.789446739125,0.0787257614573838
F0018,34627626.980825745,001-452-205-0829x08773,Kitale,19.5469022574684,Secondary,Female,Single,4.875480195355688,"['Livestock', 'Small Business']",Self-employed,9678.372774118308,0.7118829900133523,3.666476756507016,0.1317608504607984,20.38148736034177,Beans,0.521168008775869,Narok_Z1,142.4035881134649,0.2017296459105587,False,False,False,Regular,True,True,1.910850390411768,1985.111699015368,0.1051807807524674
F0009,52686712.931868695,(170)850-1178x888,Kiambu,21.643453501918284,Secondary,Female,Single,5.841079951437617,"['Livestock', 'None']",Full-time,18481.91541470384,0.6137130651979056,3.776288865222887,0.2063583106704413,1.721290144845505,Beans,0.3247627648819958,Kitale_Z2,111.82895156335373,0.8152760309832309,True,True,True,Regular,False,False,1.2263980128628793,3164.126423257575,0.0381193261866394
F0016,51473738.01484555,(313)335-3121x82034,Narok,17.548592463534575,Secondary,Female,Single,0.8483378539328945,"['Livestock', 'Small Business']",Full-time,2177.9870123538844,0.6212649180223595,3.670534727696024,0.3255795139257891,15.781673216044046,Kale,0.7776864027909729,Kitale_Z3,111.27219964237544,0.6796190541263856,True,True,True,Irregular,True,False,2.854524948701264,2567.3580428560817,0.1043094726286159
F0018,77295111.61980028,001-452-205-0829x08773,Embu,28.75480316128516,Primary,Female,Single,6.05621560213145,"['None', 'Livestock']",Full-time,2994.7346554523656,0.9449468170585656,0.4587123524642262,0.4273757263890265,22.890893932737143,Beans,0.3661643027659836,Kiambu_Z2,378.7883590119006,0.7438768580034251,True,False,False,Regular,True,True,0.1679640887102075,494.48943898205766,0.1094608138558259
F0017,5800586.225758988,(039)931-6132x84843,Kiambu,42.70119739838375,Secondary,Female,Single,2.1490821820386,"['Livestock', 'Small Business']",Self-employed,16570.288500396935,0.4922788665172353,0.9091346978028654,0.2476592066244379,15.99154424307082,Sorghum,0.9397756847691976,Kiambu_Z3,111.66908342096389,0.3593538847126302,True,True,False,Regular,True,False,0.8543826831751253,7710.4024401144625,0.1586619086390981
F0002,61382260.60186129,(039)931-6132x84843,Kisumu,27.96909507189992,Primary,Female,Widowed,2.998426817371494,"['Small Business', 'Remittance']",Full-time,1324.5948452128575,0.8876309502530941,2.3400166582076585,0.14782676075361,1.9033755172941365,Tomatoes,0.4431837043370785,Kisumu_Z1,298.5858526689144,0.8979505975755321,False,True,True,Regular,True,True,1.0370572507949414,441.7632731733753,0.0150856325972506
F0015,55091820.673025966,422-357-3663x2683,Kiambu,46.27175185494823,Secondary,Female,Widowed,0.8875568889446935,"['Remittance', 'Livestock']",Unemployed,19327.73977309448,0.8883098305863686,4.788948182891202,0.5840634895910856,13.945065746797772,Kale,0.4088961384500531,Kiambu_Z3,192.69123749389053,0.2181220171168553,False,True,True,Regular,False,True,1.9581824192216115,21776.339087486765,0.4566663831171685
F0019,9697906.975343112,381.199.0821,Kitale,30.72571705126293,Secondary,Female,Married,2.909938328671665,"['None', 'Small Business']",Full-time,8757.976716693602,0.8192481186021714,2.327780298404981,0.5033381318359108,6.303767786627472,Maize,0.4122180320839462,Kitale_Z1,151.85453867149877,0.7983206312892241,False,True,False,Regular,False,True,0.9595530137322824,3009.6777757800323,0.1015129166767277
F0012,59998143.256239966,(170)850-1178x888,Kisumu,62.15500375774583,Primary,Female,Single,1.1894949036586056,"['None', 'Livestock']",Full-time,18860.29695658873,0.6077908057357831,4.575681000674455,0.2578170977878116,25.087164223229045,Kale,0.7547676652220622,Narok_Z2,68.09410333911381,0.197729723556349,True,False,False,Irregular,True,True,3.453576065680007,15855.719010294964,0.2068389943141274
F0019,91977610.8086338,(039)931-6132x84843,Kiambu,60.29976599244707,Tertiary,Male,Married,2.6847123045069603,"['Remittance', 'Livestock']",Full-time,8093.963200008272,0.684432355475687,1.7089924392746865,0.3697909363049331,22.21238425673728,Kale,0.2862541321373528,Kiambu_Z3,180.07626178475056,1.061032809785628,True,True,False,Irregular,True,False,0.489206147533873,3014.834470874415,-0.0225693798759482
F0008,37268577.27810785,+1-793-212-3923x7660,Narok,47.5115798154885,Primary,Male,Married,3.116985025945535,"['Livestock', 'Small Business']",Self-employed,19590.78112507501,0.9020475903198458,3.527037471932466,0.6315898183027399,16.677745127802257,Tomatoes,0.4268627071622947,Kiambu_Z3,138.21979668585467,0.287458328014159,False,True,False,Irregular,True,True,1.5055607635319483,6285.170112144559,0.4500340651426678
F0017,55438394.54043568,534-187-4647,Kisumu,23.99942851609392,Tertiary,Male,Single,4.930949766227352,"['Livestock', 'Remittance']",Unemployed,15975.156928120196,0.6861816484805248,1.6290215413376186,0.2399241332338602,22.13808000990589,Sorghum,0.8182392045252597,Kiambu_Z1,379.3631869768459,0.4510773151199434,False,True,False,Regular,False,True,1.3329292901386054,3239.772799458616,0.1316997993822509
F0011,82929968.79772621,001-452-205-0829x08773,Narok,20.098665675039143,Tertiary,Male,Widowed,4.718025900798443,"['None', 'Small Business']",Full-time,4648.281665569278,0.7558954166595157,1.251653349286426,0.6860125752821266,2.1343593905890983,Beans,0.5011924348235477,Narok_Z2,398.5018485630996,0.6766411762134029,False,False,True,Regular,True,True,0.6273191896839122,985.2174963224847,0.2218282194460428
F0013,88772416.0,1828227043,Kisumu,28.0,Primary,Female,Widowed,6.0,"['Livestock', 'Small Business']",Full-time,18669.24,0.46,4.45,0.6,4.0,Maize,0.82,Kisumu_Z1,145.3,0.6,False,True,False,Regular,False,False,3.649,3111.5400000000004,0.24
F0005,83065355.37592135,381.199.0821,Kiambu,23.79421932453752,Secondary,Female,Single,1.13507566447562,"['None', 'Remittance']",Self-employed,13784.99811806525,0.4313671875984821,2.7048950305239856,0.1910483416147246,25.876108078559188,Tomatoes,0.9210866611522728,Embu_Z3,191.3099103415861,0.3767954945214933,False,True,True,Regular,True,True,2.491442732432713,12144.563177146096,0.1190621872584932
F0010,87850029.59097818,422-357-3663x2683,Narok,22.31137081144451,Secondary,Male,Widowed,3.008858134118172,"['Small Business', 'Remittance']",Full-time,8347.439343360607,0.9040585813607414,1.746783431715261,0.5434072153474995,15.156352496486168,Beans,0.5710308773119015,Kitale_Z2,136.70190938224985,0.8094676078536549,False,False,True,Regular,False,False,0.9974672754862596,2774.2881090693404,0.1035366766497431
F0018,1016273.557433884,+1-691-272-7095,Kiambu,43.47389547827834,Primary,Female,Widowed,0.8284493688570361,"['Livestock', 'Small Business']",Casual,19188.77815410407,0.7412595777030785,3.5960476518244047,0.3733957645192703,4.660743463413589,Beans,0.9475188547602534,Embu_Z3,368.00916164291806,0.2771376968313139,False,True,True,Regular,False,False,3.4073229527199587,23162.28230166645,0.2699137223338321
F0018,93749745.88570634,(170)850-1178x888,Kitale,61.314589300763615,Primary,Female,Single,3.100605458571293,"['Small Business', 'Remittance']",Self-employed,5320.159220558208,0.9605873873742466,0.4601841776792749,0.494437264958964,3.938973800693629,Kale,0.4289722771691811,Kiambu_Z3,195.28710418505548,0.3235056763484669,True,False,False,Regular,False,True,0.1974062546163056,1715.8452733324052,0.3344840031465282
F0001,34624870.46937673,534-187-4647,Kiambu,33.02763744303598,Secondary,Female,Married,4.050861825510975,"['Small Business', 'Livestock']",Self-employed,5780.996398810551,0.6848931781506624,3.8905304242987886,0.2925514504889263,17.506005632437883,Sorghum,0.6091069456233298,Kiambu_Z1,375.63029723311246,0.649732315682118,False,False,True,Irregular,True,False,2.3697491035992724,1427.1028358468725,0.1024713191065937
F0010,46674743.70375349,004-279-3392x381,Embu,63.85695952703515,Primary,Female,Single,4.089495033489896,"['None', 'Small Business']",Casual,11902.846086758967,0.8916458452432189,4.30271316344333,0.6821677498299754,21.921531204686897,Beans,0.7819823896382252,Embu_Z3,358.7227508286752,0.8270676136916559,True,False,True,Regular,False,True,3.3646459214772624,2910.5906693329102,0.1179688968406911
F0020,51351167.34168405,+1-691-272-7095,Kitale,20.62404195235948,Secondary,Female,Widowed,5.949189964758765,"['None', 'Remittance']",Unemployed,19462.52087665798,0.8315501755792523,4.460802933200488,0.2495637969929685,0.9840249338166254,Beans,0.8394584582916926,Embu_Z2,148.33764473194344,0.6047532867342701,True,True,False,Regular,False,True,3.744658753047542,3271.457289471033,0.0986392705115866
F0016,84826182.86325653,378-905-0779,Kisumu,24.0674140646632,Secondary,Female,Widowed,5.866544890425693,"['Small Business', 'Livestock']",Casual,17236.352578794624,0.3869279070241005,1.600947847216963,0.502745637923529,7.977756045388253,Tomatoes,0.7852818830496285,Kisumu_Z1,134.20822514568147,0.5143344076273231,True,False,True,Regular,True,False,1.2571953401267857,2938.0756306705607,0.24416625805491
F0001,36234457.52127087,381.199.0821,Kitale,61.06523237144074,Secondary,Male,Widowed,3.1559502192773614,"['Livestock', 'Small Business']",Self-employed,2679.939085323409,0.6388867201402311,1.0773848973194522,0.6715970216707702,1.1817326977353189,Beans,0.679712902590623,Kiambu_Z3,173.63396700728626,0.3102113220873362,False,False,True,Irregular,True,True,0.7323124157643052,849.1702654096529,0.4632600216683632
F0013,51400986.66515972,7518050030,Embu,31.278297621194465,Tertiary,Female,Single,0.91440486348013,"['Livestock', 'Small Business']",Full-time,10954.674176758988,0.8134405881213944,1.017547735966173,0.1884032996044915,8.52755509532818,Beans,1.004455363866751,Kiambu_Z2,106.00447663292132,1.0639140450745497,False,True,True,Regular,True,True,1.022081281381691,11980.113639232666,-0.0120416169831153
F0017,55084211.0129794,534-187-4647,Kiambu,22.630691794659395,Secondary,Female,Single,2.646761509676486,"['Remittance', 'Livestock']",Self-employed,14939.142754244423,0.6561130877910876,1.5472214668232886,0.5409606237153315,4.261888286857261,Kale,0.7174056806404481,Kitale_Z3,181.3029033959062,0.9394504738117736,False,True,True,Regular,True,False,1.109985469507874,5644.310112425066,0.0327549094524507
F0014,5805211.882000947,(170)850-1178x888,Narok,32.59980182051362,Primary,Female,Married,1.204089168467946,"['None', 'Remittance']",Full-time,2059.3330833064933,0.8454010662327945,4.464192718738627,0.4137623047811304,3.634453603863381,Beans,0.969355883042274,Kiambu_Z2,194.87828759393787,0.1635534937580694,True,True,False,Irregular,True,False,4.327391474943773,1710.28287375655,0.3460900342487853
F0005,13211041.987271387,849.691.8499,Kisumu,23.91813940597183,Secondary,Female,Single,0.6417493937995868,"['Livestock', 'Small Business']",Casual,7929.721226901701,0.7035849205149192,0.9113227908409453,0.8345083563708245,25.419384188451613,Beans,0.8864698022302167,Kiambu_Z1,196.1280884238847,0.2342903098184043,True,True,True,Regular,False,False,0.8078601341646618,12356.414051211535,0.6389911350106567
F0013,-1634952.163176212,004-279-3392x381,Kiambu,44.34507362098215,Secondary,Male,Single,0.8652739244621737,"['None', 'Remittance']",Self-employed,12176.513446180126,0.8357034417094081,1.501602362593049,0.2943492870827639,3.845865028406767,Beans,0.6455486083033946,Embu_Z2,300.916334370615,0.0399670127051755,False,False,True,Regular,True,True,0.969357315397032,14072.43775865389,0.2825850253861677
F0015,54143712.84540216,(170)850-1178x888,Embu,23.43845810224394,Secondary,Female,Single,-0.2335481306475676,"['Small Business', 'Remittance']",Self-employed,7809.136824989629,0.3696406970867816,4.103757678153651,0.5091197337527125,0.8720297492951532,Beans,0.5258901669925437,Kitale_Z3,280.0332459693716,0.2429745582868439,True,True,False,Regular,True,True,2.158125810661157,-33436.94853534877,0.3854165913290316
...,53967953.98912538,001-264-721-2886x1002,Kiambu,47.49287272843094,Secondary,Male,Single,-0.1204125941522393,"['Livestock', 'Small Business']",Unemployed,1615.425509682871,0.7534832590506673,3.5124871014218804,0.7520163898641677,25.070771871717483,Beans,0.5576119469852318,Narok_Z1,193.69224278676413,1.0732919109276493,False,False,True,Regular,True,False,1.958604771384368,-13415.752073578502,-0.0551167182620569
F0007,163902.29421754344,001-452-205-0829x08773,Kitale,43.13256295186963,Secondary,Male,Married,4.1394617381312,"['Livestock', 'Small Business']",Self-employed,1918.553412101386,0.9872709884624278,3.543103026960813,0.1996206701997622,15.437999578118694,Beans,0.6308405243623999,Kitale_Z2,187.1908737356086,0.2537039897235121,False,True,False,Irregular,True,False,2.2351329713979657,463.47895776602473,0.1489761097388011
F0006,33282622.81567661,+1-794-771-4863x22423,Kiambu,32.50256606702799,Secondary,Male,Single,5.085937187133425,"['Livestock', 'Small Business']",Self-employed,15486.317369402414,0.6577505510198123,3.78295915022394,0.2043848115342307,6.942868289215774,Beans,0.5241733851790669,Kisumu_Z1,285.21744475545285,0.601269318841991,False,False,False,Irregular,False,False,1.9829265037670087,3044.9289481160367,0.0814944951213951
F0018,85890848.05008426,(170)850-1178x888,Kitale,28.413875616867767,Primary,Female,Widowed,3.149903648143211,"['None', 'Small Business']",Full-time,9107.075185584034,0.6012456501635488,1.903996496954421,0.6245740255741743,24.68341154845958,Maize,0.4516491315920339,Narok_Z1,369.71009243501976,1.0702798176179174,False,False,True,Regular,True,True,0.8599383644037388,2891.223415977319,-0.0438949486062414
F0006,92066724.25944896,1828227043,Embu,60.5996849722582,Secondary,Male,Married,2.916813723212675,"['None', 'Remittance']",Self-employed,4846.30021383459,0.744939826686915,2.625930001593759,0.1235573080444426,8.004965640036716,Sorghum,0.6470672213436589,Kitale_Z2,172.074808839922,0.9821425254762196,False,True,True,Regular,True,True,1.699153229574223,1661.5048726857726,0.0022064214806305
F0004,74183149.46239346,7518050030,Kiambu,32.91154750888473,Secondary,Male,Single,3.170440592669161,"['Small Business', 'Livestock']",Full-time,13475.605369339944,0.9328757390412418,4.497018063768304,0.5117652976399664,21.738998921098208,Beans,0.627357751863974,Kiambu_Z1,149.84960180508233,0.1551796407909195,False,True,False,Irregular,False,False,2.821239142577365,4250.388857781742,0.4323497425829384
F0017,89169548.45460841,422-357-3663x2683,Kitale,18.7958668632768,Secondary,Male,Widowed,3.036520100627614,"['Livestock', 'Small Business']",Self-employed,15309.33192524182,0.7587600379771472,3.788940228441202,0.2043270130582672,7.667104593768885,Beans,1.0192914367316923,Embu_Z2,298.1606965926981,0.986515302446902,False,False,False,Regular,True,False,3.862034329138339,5041.735742858266,0.0027552879730186
F0015,56371941.66103037,(170)850-1178x888,Narok,59.78061875116593,Primary,Male,Widowed,5.358378086557446,"['Small Business', 'Livestock']",Full-time,16140.36823922332,0.7221439837279758,1.5808411912837377,0.4028917675559914,25.61040823480409,Kale,0.861677838616057,Kisumu_Z1,195.36247049240907,0.8974501262934942,False,True,False,Regular,True,True,1.362175820900604,3012.1742024353666,0.0413164998802578
F0015,61155231.76567297,(313)335-3121x82034,Kitale,33.576411698504714,Secondary,Female,Married,0.0857645703684404,"['Small Business', 'Remittance']",Casual,1499.5682274281949,0.8703702724458054,3.625837284003706,0.5917941001763513,2.2347276651088888,Beans,0.3317741332436574,Kiambu_Z3,397.6935571708648,0.928971697402696,False,True,False,Regular,True,False,1.2029590221828663,17484.705175880004,0.0420341304226251
F0010,85498962.29894322,849.691.8499,Kiambu,23.47523130085009,Secondary,Male,Widowed,3.10205584913191,"['Remittance', 'Small Business']",Self-employed,18852.51565465054,0.8238966157373966,2.6989247963308896,0.3350119336519064,1.0249181245489165,Sorghum,0.9493756940431294,Kiambu_Z2,104.69407267763684,0.9461341355839168,False,True,False,Irregular,True,False,2.56229360168685,6077.426252633811,0.0180457073958634
F0014,54622637.81161233,1828227043,Kiambu,19.8267023017764,Secondary,Male,Single,2.9850195522357845,"['Small Business', 'Livestock']",Casual,3444.8820936926745,0.8594779572474643,3.586849313449146,0.6282807359221517,21.22830161980449,Beans,0.5874199008878548,Kisumu_Z2,368.6084537778911,0.3101615209800288,True,True,True,Regular,False,True,2.1069866682059675,1154.0567937360586,0.4334122272660853
F0015,12001695.234011712,(313)335-3121x82034,Kitale,43.59848882892231,Secondary,Male,Widowed,0.7298767448087929,"['Small Business', 'Livestock']",Casual,1662.7619893589442,0.7710409194567672,2.640082730949909,0.2943521670011105,16.85787221653245,Kale,0.7830175088112972,Narok_Z1,168.11972639476974,0.2499693323290309,False,True,False,Irregular,True,False,2.067231003044124,2278.140797313032,0.2207731523462395
F0010,56670677.54975852,(039)931-6132x84843,Kisumu,66.34747373901058,Primary,Female,Single,0.0221585573925429,"['Small Business', 'Remittance']",Full-time,13534.241237435212,0.8700954801456071,2.0942927590394955,0.1423240652401295,3.876960186796688,Beans,0.9606432460134164,Kiambu_Z2,173.8792380972547,0.6167739841839146,True,True,False,Regular,False,False,2.011868194146095,610790.7206084607,0.0545422844767234
F0002,53770282.96627757,381.199.0821,Kitale,16.901671915090176,Secondary,Male,Widowed,3.080677520784919,"['Remittance', 'Livestock']",Self-employed,2014.439759404716,0.9441621440381276,1.703132179796356,0.218302651937801,17.997123709428106,Beans,0.4183326264135261,Kitale_Z2,65.43387906106238,0.2328286810685076,False,True,False,Regular,True,False,0.7124757579036033,653.8950428318318,0.1674755334133653
...,95301413.07202595,(039)931-6132x84843,Embu,59.47860314283982,Primary,Female,Single,3.0399121659773685,"['Small Business', 'Remittance']",Full-time,7369.08291849063,0.4506810412383508,3.517793904721806,0.3837343603021711,19.682413672816462,Beans,0.6489117038677875,Kiambu_Z1,279.6041742277945,0.3811253016479783,False,True,False,Regular,False,True,2.2827376365687444,2424.110472981834,0.2374834864793121
F0011,55111590.23376519,849.691.8499,Embu,19.79988283731248,Secondary,Female,Widowed,1.8522603721091608,"['Livestock', 'Small Business']",Self-employed,7159.221507408583,0.8999245420364497,4.812067892798832,0.7982641354145948,13.149747626319105,Kale,0.5714273948584129,Kiambu_Z3,190.652525310026,0.8863999674238262,False,False,False,Regular,False,False,2.749747419863849,3865.126963363368,0.0906828317874891
F0017,87589424.65372868,+1-794-771-4863x22423,Narok,60.342424121991016,Secondary,Female,Single,4.869908065651628,"['None', 'Remittance']",Full-time,8986.044873519286,0.8064597408828558,2.764041764592828,0.4428733165629963,16.715037341654053,Tomatoes,0.7925977634559446,Kisumu_Z1,281.34037483390705,0.8574046607837826,False,True,True,Regular,False,False,2.1907733207150977,1845.2185857264,0.0631516708051116
F0006,11868302.865283834,(039)931-6132x84843,Narok,32.25403120714656,Primary,Female,Widowed,5.109731793045143,"['Livestock', 'Small Business']",Self-employed,1348.771498718873,0.4939547846404475,2.783970940548385,0.3371281000807413,13.30829353044027,Sorghum,0.3959885360873318,Embu_Z2,197.8266633422519,0.5692445953322284,False,True,True,Regular,True,False,1.1024205772574271,263.9613101718345,0.1452197511751567
